Test Result UID,Sample Name,Sample Type,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,URL,Aromas,Flavors,Effects
,Pineapple OG,"Concentrate, Inhalable",,,,,,0.0,0.032,0.14300000000000002,0.0,0.0,0.838,0.0,0.426,2.859,0.132,0.16399999999999998,0.752,1.003,0.0,2.185,8.263,,0.373,1.3969999999999998,0.0,0.0,,32.43,0.0,20.59,0.23,0.14,0.21,0.0,0.0,0.0,1.27,1.12,0.73,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/pineapple-og,"['Citrus', 'Lemon', 'Pine', 'Pungent']","['Lemon', 'Pine', 'Pineapple', 'Sweet', 'Tropical']","['Body High', 'Cerebral', 'Creative', 'Relaxing']"
,CHEM DOG,"Flower, Inhalable",,,,,,0.0,0.011,0.008,0.0,0.006999999999999999,0.019,0.004,0.003,0.002,0.006,0.128,0.336,0.038,0.0,0.8420000000000001,0.445,,0.077,0.4970000000000001,0.0,0.0,,1.32,0.0,19.4,0.0,0.0,0.05,0.0,0.0,0.0,0.24,0.08,0.03,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/chem-dog,"['Diesel', 'Earthy', 'Pine', 'Pungent', 'Spicy', 'Sweet']","['Diesel', 'Pine', 'Spicy', 'Sweet']","['Cerebral', 'Creative', 'Euphoria', 'Relaxing', 'Uplifting']"
,Phantom Cookies,"Flower, Inhalable",,,,,,0.0,0.015,0.008,0.0,0.011,0.0,0.0,0.131,0.0,0.006999999999999999,0.094,0.204,0.058,0.0,0.6729999999999999,0.418,,0.104,0.637,0.0,0.0,,0.44,0.0,22.1,0.0,0.0,0.09,0.0,0.0,0.0,0.47,0.06,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/phantom-cookies,"['Earthy', 'Grape', 'Pungent']","['Berry', 'Grape', 'Nutty', 'Sweet']","['Body High', 'Cerebral', 'Creative', 'Energizing', 'Euphoria', 'Relaxing']"
,Sour Tangie,"Flower, Inhalable",,,,,,0.0,0.004,0.008,0.0,0.0,0.0,0.0,0.02,0.006999999999999999,0.004,0.07200000000000001,0.12,0.023,0.0,0.292,0.11,,0.033,0.11,0.0,0.0,,0.23,0.0,16.31,0.0,0.0,0.08,0.0,0.0,0.0,0.42,0.08,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/sour-tangie,"['Diesel', 'Earthy', 'Lemon', 'Pungent', 'Sour', 'Spicy']","['Citrus', 'Diesel', 'Orange', 'Sweet', 'Tangy']","['Body High', 'Creative', 'Energizing', 'Euphoria', 'Happy']"
,Space Bomb,"Flower, Inhalable",,,,,,0.0,0.014,0.008,0.0,0.0,0.0,0.0,0.075,0.095,0.04,0.0,0.097,0.06,0.0,0.194,0.627,,0.086,0.312,0.0,0.0,,0.45,0.0,21.35,0.01,0.0,0.07,0.0,0.0,0.0,1.0,0.07,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/space-bomb,"['Candy', 'Fruity', 'Sweet']","['Candy', 'Fruity', 'Sweet', 'Tropical', 'Woody']","['Energizing', 'Euphoria', 'Focus', 'Giggly', 'Happy']"
,Larry OG,"Flower, Inhalable",,,,,,0.0,0.022,0.008,0.0,0.034,0.0,0.0,0.0,0.0,0.036000000000000004,0.018000000000000002,0.14,0.07,0.0,0.391,0.093,,0.107,0.501,0.0,0.0,,0.43,0.0,21.59,0.02,0.0,0.04,0.0,0.0,0.0,0.49,0.12,0.0,https://www.allbud.com/marijuana-strains/hybrid/larry-og,"['Citrus', 'Earthy', 'Lemon', 'Pine', 'Woody']","['Citrus', 'Herbal', 'Lemon', 'Pine']","['Energizing', 'Euphoria', 'Happy', 'Hungry', 'Relaxing', 'Uplifting']"
,Locktite,"Flower, Inhalable",,,,,,0.0,0.005,0.014,0.0,0.0,0.099,0.0,0.077,0.038,0.0,0.077,0.244,0.036000000000000004,0.0,0.586,0.48,,0.05,0.1,0.0,0.0,,1.59,0.01,20.19,0.06,0.0,0.07,0.0,0.0,0.0,0.5,0.05,0.02,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/locktite,"['Citrus', 'Diesel', 'Lemon', 'Pine', 'Pungent']","['Citrus', 'Diesel', 'Herbal', 'Lime', 'Pine', 'Spicy', 'Sweet']","['Giggly', 'Happy', 'Hungry', 'Relaxing', 'Sleepy']"
,Strawberry Cough,"Sativa, Flower, Inhalable",,,,,,0.0,0.006,0.013,0.0,0.0,0.061,0.0,0.081,0.034,0.0,0.006,0.087,0.019,0.0,0.161,1.011,,0.052000000000000005,0.119,0.0,0.0,,1.01,0.01,17.43,0.04,0.0,0.07,0.0,0.0,0.0,0.66,0.04,0.01,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/strawberry-cough,"['Earthy', 'Strawberry', 'Sweet']","['Berry', 'Strawberry', 'Sweet']","['Cerebral', 'Energizing', 'Euphoria', 'Happy', 'Uplifting']"
,Black Jack,"Sativa, Flower, Inhalable",,,,,,0.0,0.011,0.011,0.0,0.0,0.0,0.0,0.08199999999999999,0.0,0.034,0.042,0.114,0.036000000000000004,0.0,0.317,0.201,,0.064,0.295,0.0,0.0,,0.31,0.0,18.18,0.01,0.0,0.05,0.0,0.0,0.0,1.12,0.04,0.01,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/black-jack,"['Earthy', 'Pine', 'Woody']","['Citrus', 'Pine', 'Sweet', 'Woody']","['Creative', 'Euphoria', 'Focus', 'Happy']"
,Super Sour Diesel,"Flower, Inhalable",,,,,,0.0,0.027000000000000003,0.009000000000000001,0.0,0.04,0.0,0.0,0.0,0.0,0.042,0.017,0.141,0.08900000000000001,0.0,0.382,0.312,,0.123,0.655,0.0,0.0,,0.7,0.01,21.7,0.03,0.0,0.05,0.0,0.0,0.0,0.46,0.11,0.02,https://www.allbud.com/marijuana-strains/sativa/super-sour-diesel,"['Diesel', 'Herbal', 'Pungent', 'Sour', 'Spicy']","['Citrus', 'Diesel', 'Spicy', 'Sweet']","['Cerebral', 'Energizing', 'Euphoria', 'Happy']"
,Sour Pineapple,"Concentrate, Inhalable",,,,,,0.0,0.018000000000000002,0.149,0.0,0.0,0.049,0.0,0.126,0.073,0.198,0.335,0.5539999999999999,0.413,0.0,1.381,1.001,,0.257,0.458,0.0,0.0,,4.26,0.0,66.74,0.0,0.0,2.46,0.12,0.0,0.1,1.26,0.25,0.09,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/sour-pineapple,"['Diesel', 'Earthy', 'Fruity', 'Pineapple', 'Sour', 'Sweet']","['Fruity', 'Pineapple', 'Sweet']","['Energizing', 'Euphoria', 'Happy', 'Uplifting']"
,Pineapple Euphoria,"Concentrate, Inhalable",,,,,,0.0,0.0,0.157,0.0,0.0,0.102,0.0,0.108,0.033,0.042,0.094,0.409,0.194,0.0,1.064,0.602,,0.109,0.299,0.0,0.0,,4.22,0.0,63.33,0.0,0.0,4.71,0.19,0.0,0.15,1.29,0.21,0.07,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/pineapple-euphoria,"['Earthy', 'Kush', 'Pine', 'Sour']","['Fruity', 'Pineapple', 'Spicy', 'Tropical']","['Creative', 'Hungry']"
,White Dream,"Concentrate, Inhalable",,,,,,0.0,0.0,0.08199999999999999,0.0,0.0,0.062,0.0,0.147,0.029,0.0,0.138,0.2,0.42,0.0,0.5660000000000001,0.542,,0.23,0.262,0.0,0.0,,1.81,0.0,82.93,0.0,0.0,0.19,0.0,0.0,0.0,2.62,0.19,0.0,https://www.allbud.com/marijuana-strains/hybrid/white-dream,"['Earthy', 'Kush', 'Lemon', 'Pine', 'Sweet']","['Berry', 'Blueberry', 'Citrus', 'Dank', 'Grapefruit', 'Pine', 'Sweet']","['Cerebral', 'Creative', 'Energizing', 'Euphoria', 'Focus', 'Happy', 'Relaxing', 'Uplifting']"
,Sour OG,"Concentrate, Inhalable",,,,,,0.0,0.0,0.073,0.0,0.023,0.012,0.0,0.189,0.0,0.0,0.425,0.631,0.032,0.0,1.7380000000000002,0.024,,0.037000000000000005,0.158,0.0,0.0,,11.79,0.04,69.72,0.0,0.08,0.19,0.0,0.0,0.0,1.01,0.27,0.16,https://www.allbud.com/marijuana-strains/hybrid/sour-og,"['Diesel', 'Earthy', 'Pungent', 'Sour']","['Diesel', 'Lemon', 'Pine']","['Creative', 'Energizing', 'Euphoria', 'Giggly', 'Happy', 'Relaxing', 'Sociable', 'Uplifting']"
,Agent O,"Concentrate, Inhalable",,,,,,0.0,0.0,0.06,0.0,0.0,0.256,0.0,0.142,0.0,0.314,0.389,0.24,0.203,0.0,0.732,0.399,,0.161,0.208,0.01,0.0,,6.83,0.0,68.67,0.0,0.0,0.17,0.0,0.0,0.0,0.64,0.2,0.13,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/agent-o,"['Cheese', 'Chemical', 'Citrus']","['Citrus', 'Orange', 'Sweet']","['Creative', 'Energizing', 'Euphoria', 'Giggly', 'Happy', 'Sociable']"
,SFV - NTM44,"Concentrate, Inhalable",,,,,,0.0,0.0,0.023,0.035,0.125,0.103,0.0,0.175,0.0,0.132,0.0,0.21,0.024,0.0,0.478,0.135,,0.125,0.153,0.122,0.0,,77.41,0.32,0.06,0.78,1.76,0.03,0.55,0.0,0.0,0.0,2.71,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/sfv,"['Earthy', 'Lemon', 'Pine', 'Pungent', 'Skunky', 'Sweet']","['Citrus', 'Sweet']","['Happy', 'Relaxing', 'Sleepy']"
,Chem Scout,"Concentrate, Inhalable",,,,,,0.0,0.034,0.048,0.0,0.097,0.0,0.0,0.297,0.0,0.099,0.086,0.987,0.1,0.0,2.294,0.91,,0.193,0.75,0.0,0.0,,5.8,0.0,67.54,0.04,0.0,0.22,0.0,0.0,0.01,3.87,0.28,0.0,https://www.allbud.com/marijuana-strains/hybrid/chem-scout,[],"['Candy', 'Chemical', 'Citrus', 'Herbal', 'Spicy', 'Sweet', 'Woody']","['Creative', 'Euphoria', 'Focus', 'Happy', 'Relaxing']"
,Grease Monkey,"Flower, Inhalable",,,,,,0.0,0.016,0.014,0.0,0.0,0.0,0.0,0.061,0.071,0.033,0.001,0.166,0.334,0.0,0.328,0.802,,0.139,0.275,0.0,0.0,,,,,,,,,,,,,,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/grease-monkey,"['Diesel', 'Earthy', 'Pungent', 'Skunky', 'Sweet']","['Diesel', 'Nutty', 'Skunky', 'Sweet', 'Vanilla']","['Euphoria', 'Happy', 'Hungry', 'Relaxing', 'Sleepy']"
,Lemon Meringue,"Flower, Inhalable",,,,,,0.0,0.014,0.006999999999999999,0.0,0.0,0.053,0.0,0.197,0.0,0.033,0.002,0.065,0.045,0.0,0.141,1.24,,0.083,0.256,0.0,0.0,,0.3,0.0,33.37,0.0,0.0,0.08,0.0,0.0,0.0,0.74,0.16,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/lemon-meringue,"['Citrus', 'Diesel', 'Pungent', 'Skunky', 'Spicy', 'Sweet']","['Citrus', 'Creamy', 'Diesel', 'Nutty', 'Skunky', 'Sour']","['Creative', 'Energizing', 'Euphoria', 'Focus', 'Sleepy', 'Uplifting']"
,Skywalker Kush,"Flower, Inhalable",,,,,,0.0,0.012,0.012,0.0,0.003,0.0,0.0,0.065,0.059,0.006,0.035,0.063,0.084,0.0,0.203,0.194,,0.091,0.407,0.0,0.0,,0.73,0.0,13.46,0.0,0.0,0.04,0.0,0.0,0.0,0.21,0.16,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/skywalker-kush,"['Herbal', 'Kush', 'Pungent', 'Spicy', 'Sweet']","['Herbal', 'Spicy', 'Sweet']","['Body High', 'Relaxing', 'Sleepy']"
,Blueberry Kush,"Flower, Inhalable",,,,,,0.0,0.017,0.005,0.0,0.0,0.014,0.0,0.062,0.0,0.006999999999999999,0.05,0.064,0.926,0.0,0.177,0.57,,0.364,0.239,0.0,0.0,,0.35,0.0,23.27,0.0,0.0,0.06,0.0,0.0,0.0,0.27,0.06,0.0,https://www.allbud.com/marijuana-strains/indica/blueberry-kush,"['Blueberry', 'Earthy', 'Fruity', 'Kush', 'Sweet']","['Berry', 'Blueberry', 'Fruity', 'Sweet']","['Euphoria', 'Happy', 'Relaxing', 'Sleepy']"
,Blueberry,"Concentrate, Inhalable",,,,,,0.0,0.006,0.15,0.005,0.003,0.096,0.0,0.153,0.022,0.036000000000000004,0.204,0.329,0.42,0.0,0.904,0.45,,0.239,0.214,0.003,0.0,,2.32,0.0,72.18,0.0,0.0,0.18,0.0,0.0,0.0,2.24,0.14,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/blueberry,[],"['Berry', 'Blueberry', 'Sweet', 'Woody']","['Euphoria', 'Happy', 'Sleepy']"
,Sour Candy,"Concentrate, Inhalable",,,,,,0.0,0.02,0.215,0.006,0.003,0.067,0.0,0.19,0.033,0.101,0.268,0.757,0.18600000000000005,0.0,2.437,0.232,,0.182,0.35,0.0,0.0,,3.06,0.0,70.96,0.0,0.0,0.17,0.0,0.0,0.0,1.48,0.21,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/sour-candy,"['Diesel', 'Fruity', 'Pungent', 'Spicy', 'Sweet']","['Citrus', 'Diesel', 'Fruity', 'Lemon', 'Spicy', 'Sweet', 'Tropical']","['Creative', 'Energizing', 'Euphoria', 'Happy', 'Sociable', 'Uplifting']"
,Ghost OG,"Flower, Inhalable",,,,,,0.0,0.017,0.005,0.0,0.006999999999999999,0.0,0.0,0.139,0.002,0.006999999999999999,0.041,0.155,0.063,0.0,0.4970000000000001,1.517,,0.121,0.662,0.0,0.0,,0.68,0.0,21.4,0.0,0.0,0.06,0.0,0.0,0.0,0.48,0.11,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/ghost-og,"['Citrus', 'Earthy', 'Orange', 'Pungent', 'Sweet']","['Citrus', 'Orange', 'Pine', 'Sweet']","['Body High', 'Euphoria', 'Happy', 'Relaxing', 'Sleepy']"
,Suicide Girl,"Flower, Inhalable",,,,,,0.0,0.0,0.002,0.0,0.0,0.006,0.0,0.171,0.274,0.0,0.006999999999999999,0.055,0.287,0.0,0.121,1.666,,0.092,0.055,0.0,0.0,,0.48,0.0,24.23,0.0,0.0,0.06,0.0,0.0,0.0,1.74,0.07,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/suicide-girl,"['Citrus', 'Floral', 'Fuel', 'Spicy']","['Diesel', 'Fruity', 'Peppery', 'Spicy']","['Creative', 'Euphoria', 'Happy', 'Relaxing', 'Sociable', 'Uplifting']"
,Golden Goat,"Flower, Inhalable",,,,,,0.049,0.006,0.006,0.006999999999999999,0.0,0.07,0.008,0.031,0.112,1.176,0.029,0.117,0.22,0.034,0.316,0.526,,0.208,0.3,0.016,0.0,,0.48,0.0,27.65,0.0,0.0,0.07,0.0,0.0,0.0,0.75,0.1,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/golden-goat,"['Citrus', 'Dank', 'Earthy', 'Lemon', 'Sweet']","['Citrus', 'Lemon', 'Sweet', 'Tropical']","['Creative', 'Energizing', 'Euphoria', 'Happy', 'Uplifting']"
,Sour Haze,"Sativa, Flower, Inhalable",,,,,,0.0,0.005,0.008,0.001,0.004,0.0,0.0,0.019,0.07,0.003,0.008,0.17600000000000002,0.467,0.0,0.604,0.595,,0.127,0.078,0.0,0.0,,0.39,0.0,16.09,0.0,0.0,0.06,0.0,0.0,0.0,0.14,0.03,0.0,https://www.allbud.com/marijuana-strains/sativa/sour-haze,"['Diesel', 'Earthy', 'Pungent', 'Skunky', 'Sour']","['Citrus', 'Diesel', 'Lemon', 'Sweet']","['Energizing', 'Focus', 'Giggly', 'Happy']"
,Megatron,"Sativa, Flower, Inhalable",,,,,,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.037000000000000005,0.0,0.0,0.039,0.058,0.939,0.0,0.175,1.082,,0.36,0.121,0.0,0.0,,1.9,0.0,20.53,0.01,0.0,0.09,0.0,0.0,0.01,0.38,0.04,0.02,https://www.allbud.com/marijuana-strains/hybrid/megatron,"['Earthy', 'Pine', 'Sour', 'Spicy', 'Woody']","['Fruity', 'Pine', 'Sour', 'Spicy']","['Body High', 'Creative', 'Euphoria', 'Relaxing', 'Tingly']"
,Jacks Dream,"Flower, Inhalable",,,,,,0.0,0.006,0.017,0.0,0.001,0.0,0.0,0.009000000000000001,0.0,0.004,0.133,0.145,0.311,0.0,0.378,1.4340000000000002,,0.158,0.13,0.001,0.0,,2.13,0.0,14.82,0.0,0.0,0.04,0.0,0.0,0.0,0.25,0.05,0.06,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/jacks-dream,"['Berry', 'Earthy', 'Sweet']","['Berry', 'Pine', 'Skunky', 'Sweet']","['Creative', 'Euphoria', 'Focus', 'Giggly', 'Happy', 'Sociable']"
,Alien Hallucination,"Flower, Inhalable",,,,,,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.055,0.108,0.0,0.03,0.059,0.486,0.0,0.241,0.513,,0.131,0.114,0.0,0.0,,0.52,0.0,22.57,0.01,0.0,0.05,0.0,0.0,0.0,1.08,0.05,0.0,https://www.allbud.com/marijuana-strains/hybrid/alien-hallucination,"['Citrus', 'Earthy', 'Spicy', 'Sweet']","['Citrus', 'Sweet', 'Tangy']","['Body High', 'Creative', 'Euphoria', 'Happy', 'Relaxing']"
,Cannatonic,"Flower, Inhalable",,,,,,0.0,0.003,0.005,0.001,0.001,0.05,0.0,0.065,0.0,0.005,0.035,0.048,0.142,0.0,0.166,0.818,,0.06,0.104,0.002,0.0,,1.02,0.0,6.29,0.0,0.0,16.86,0.7,0.0,0.04,0.63,0.19,0.07,https://www.allbud.com/marijuana-strains/hybrid/cannatonic,"['Citrus', 'Earthy', 'Sour', 'Woody']","['Citrus', 'Pine', 'Sweet', 'Tangy', 'Woody']","['Energizing', 'Euphoria', 'Focus', 'Happy', 'Relaxing']"
,Grape Ape,"Flower, Inhalable",,,,,,0.0,0.004,0.006,0.0,0.0,0.003,0.0,0.071,0.112,0.0,0.022,0.08199999999999999,0.31,0.0,0.319,0.807,,0.073,0.029,0.0,0.0,,0.38,0.02,22.45,0.0,0.0,0.05,0.0,0.0,0.0,0.44,0.09,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/grape-ape,"['Earthy', 'Fruity', 'Grape', 'Spicy', 'Sweet']","['Berry', 'Fruity', 'Grape', 'Sweet']","['Euphoria', 'Happy', 'Relaxing', 'Sleepy']"
,Black Widow,"Flower, Inhalable",,,,,,0.0,0.011,0.012,0.004,0.0,0.051,0.0,0.108,0.009000000000000001,0.004,0.012,0.113,0.069,0.0,0.32299999999999995,0.232,,0.086,0.494,0.0,0.0,,0.84,0.0,20.97,0.0,0.0,0.07,0.0,0.0,0.0,0.44,0.09,0.0,https://www.allbud.com/marijuana-strains/sativa/black-widow,"['Fruity', 'Skunky']","['Chemical', 'Nutty', 'Sweet', 'Woody']","['Energizing', 'Euphoria', 'Focus', 'Happy']"
,Orange Tree,"Flower, Inhalable",,,,,,0.0,0.005,0.005,0.0,0.003,0.0,0.0,0.062,0.0,0.0,0.019,0.084,0.019,0.0,0.299,0.14300000000000002,,0.036000000000000004,0.181,0.0,0.0,,0.29,0.0,17.95,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.15,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/orange-tree,"['Citrus', 'Earthy', 'Herbal', 'Orange', 'Sour', 'Spicy']","['Citrus', 'Orange', 'Pine', 'Sour', 'Woody']","['Body High', 'Calming', 'Relaxing', 'Tingly', 'Uplifting']"
,Green Door Kush,"Flower, Inhalable",,,,,,0.0,0.004,0.008,0.0,0.0,0.0,0.0,0.069,0.217,0.0,0.07200000000000001,0.077,0.058,0.0,0.196,0.53,,0.047,0.122,0.0,0.0,,0.31,0.0,16.42,0.0,0.0,0.06,0.0,0.0,0.0,1.72,0.12,0.01,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/green-door-kush,"['Citrus', 'Earthy', 'Herbal', 'Lemon']","['Citrus', 'Fruity', 'Lemon', 'Sweet']","['Creative', 'Energizing', 'Euphoria', 'Happy', 'Hungry']"
,ACDC,"Flower, Inhalable",,,,,,0.0,0.003,0.004,0.0,0.0,0.085,0.0,0.035,0.0,0.0,0.133,0.029,0.185,0.0,0.099,1.041,,0.09,0.103,0.0,0.0,,0.0,0.0,0.78,0.0,0.0,17.84,0.29,0.0,0.05,0.46,0.06,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/acdc,"['Citrus', 'Earthy', 'Lemon', 'Spicy', 'Sweet']","['Citrus', 'Herbal', 'Lemon', 'Peppery', 'Pine', 'Spicy', 'Sweet', 'Woody']","['Energizing', 'Euphoria', 'Focus', 'Happy', 'Relaxing', 'Sociable']"
,Mars OG,"Indica, Flower, Inhalable",,,,,,0.0,0.002,0.0,0.0,0.02,0.0,0.0,0.128,0.0,0.0,0.028,0.127,0.024,0.0,0.418,0.236,,0.052000000000000005,0.28,0.0,0.0,,1.06,0.0,17.64,0.01,0.0,0.05,0.0,0.0,0.0,0.46,0.07,0.0,https://www.allbud.com/marijuana-strains/hybrid/mars-og,['Pungent'],"['Pine', 'Sweet', 'Woody']","['Body High', 'Euphoria', 'Happy']"
,Cherry Cookies,"Flower, Inhalable",,,,,,0.0,0.005,0.023,0.001,0.001,0.0,0.0,0.063,0.001,0.004,0.073,0.354,0.019,0.0,0.908,0.068,,0.034,0.224,0.0,0.0,,1.13,0.0,18.86,0.0,0.0,0.07,0.0,0.0,0.0,1.59,0.07,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/cherry-cookies,"['Berry', 'Cherry', 'Earthy', 'Floral', 'Pungent']","['Berry', 'Cherry', 'Sweet', 'Tangy', 'Woody']","['Creative', 'Euphoria', 'Happy']"
,Matanuska Thunder,"Concentrate, Inhalable",,,,,,0.0,0.017,0.116,0.006,0.003,0.036000000000000004,0.0,0.076,0.04,0.025,0.125,0.215,0.295,0.0,0.626,0.366,,0.229,0.439,0.003,0.0,,2.68,0.0,75.22,0.0,0.0,0.3,0.0,0.0,0.0,1.84,0.16,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/matanuska-thunder,"['Cheese', 'Chocolate', 'Earthy', 'Herbal', 'Spicy']","['Cheesy', 'Chocolate', 'Fruity', 'Spicy', 'Sweet']","['Body High', 'Creative', 'Euphoria', 'Giggly', 'Relaxing', 'Sociable', 'Uplifting']"
,White Thunder,"Concentrate, Inhalable",,,,,,0.0,0.017,0.133,0.02,0.005,0.064,0.0,0.084,0.064,0.021,0.155,0.254,0.448,0.0,0.6990000000000001,0.56,,0.3,0.469,0.005,0.0,,2.52,0.0,73.84,0.0,0.0,0.23,0.0,0.05,0.0,2.17,0.16,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/white-thunder,"['Earthy', 'Flowery', 'Skunky', 'Spicy', 'Woody']","['Flowery', 'Pine', 'Skunky', 'Spicy']","['Body High', 'Calming', 'Cerebral', 'Euphoria', 'Relaxing']"
,THC Bomb,"Concentrate, Inhalable",,,,,,0.0,0.017,0.242,0.0,0.0,0.011,0.0,0.065,0.015,0.02,0.028,1.018,0.177,0.0,2.224,0.379,,0.172,0.411,0.004,0.0,,3.06,0.0,70.1,0.0,0.0,0.2,0.0,0.0,0.0,2.47,0.25,0.0,https://www.allbud.com/marijuana-strains/hybrid/thc-bomb,"['Citrus', 'Earthy', 'Lemon', 'Sour', 'Sweet']","['Citrus', 'Lemon', 'Pine', 'Sweet', 'Woody']","['Energizing', 'Euphoria', 'Happy', 'Relaxing']"
,Pineapple Skunk,"Concentrate, Inhalable",,,,,,0.011,0.013,0.375,0.017,0.006,0.11,0.0,0.127,0.034,0.068,0.109,0.154,0.182,0.0,0.405,0.133,,0.107,0.17600000000000002,0.004,0.006,,6.17,0.0,58.17,0.0,0.15,0.15,0.0,0.0,0.0,0.88,0.11,0.07,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/pineapple-skunk,"['Cheese', 'Pineapple', 'Pungent', 'Skunky', 'Sweet']","['Citrus', 'Creamy', 'Pineapple', 'Skunky', 'Sweet', 'Tropical']","['Creative', 'Euphoria', 'Happy', 'Sleepy']"
,Orange Cookies,"Concentrate, Inhalable",,,,,,0.0,0.0,0.0,0.009000000000000001,0.0,0.132,0.0,0.097,0.0,0.764,0.042,0.23,0.028,0.0,0.728,0.447,,0.084,0.333,0.0,0.0,,2.87,0.0,75.55,0.01,0.11,0.18,0.0,0.0,0.02,2.44,0.37,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/orange-cookies,"['Citrus', 'Earthy', 'Fruity', 'Spicy', 'Sweet']","['Citrus', 'Fruity', 'Lemon', 'Orange', 'Sweet', 'Tangy', 'Tropical']","['Cerebral', 'Euphoria', 'Happy', 'Mellow', 'Relaxing']"
,Wifi OG,"Flower, Inhalable",,,,,,0.0,0.009000000000000001,0.004,0.0,0.0,0.0,0.0,0.08,0.0,0.006999999999999999,0.019,0.068,0.032,0.0,0.24,0.327,,0.063,0.265,0.0,0.0,,0.82,0.0,22.7,0.0,0.0,0.07,0.0,0.0,0.0,0.87,0.11,0.0,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/wifi-og,"['Citrus', 'Earthy', 'Fuel', 'Pungent']","['Lemon', 'Peppery']","['Cerebral', 'Relaxing']"
,Fruit Loops (53184),"Flower, Inhalable",,,,,,0.0,0.01,0.006999999999999999,0.0,0.003,0.133,0.0,0.139,0.002,0.011,0.037000000000000005,0.092,0.037000000000000005,0.0,0.313,0.111,,0.057,0.343,0.001,0.0,,1.12,0.0,19.92,0.0,0.0,0.05,0.0,0.0,0.0,0.53,0.12,0.0,https://www.allbud.com/marijuana-strains/indica-dominant-hybrid/fruit-loops,"['Blueberry', 'Earthy', 'Fruity', 'Herbal']","['Berry', 'Citrus', 'Fruity', 'Sweet']","['Creative', 'Happy', 'Relaxing', 'Sociable', 'Uplifting']"
,Lemon Bomb,"Concentrate, Inhalable",,,,,,0.0,0.009000000000000001,0.22,0.011,0.005,0.023,0.0,0.093,0.003,0.009000000000000001,0.322,0.471,0.061,0.0,1.4169999999999998,0.06,,0.054000000000000006,0.119,0.0,0.0,,3.59,0.0,66.77,0.0,0.06,0.4,0.0,0.0,0.0,1.62,0.13,0.07,https://www.allbud.com/marijuana-strains/sativa-dominant-hybrid/lemon-bomb,"['Citrus', 'Earthy', 'Lemon', 'Sour']",['Tangy'],"['Happy', 'Uplifting']"
,Inferno OG,"Flower, Inhalable",,,,,,0.0,0.008,0.004,0.0,0.001,0.003,0.0,0.051,0.001,0.006999999999999999,0.006999999999999999,0.081,0.035,0.0,0.28800000000000003,0.935,,0.069,0.34600000000000003,0.0,0.0,,0.5,0.0,21.2,0.0,0.0,0.05,0.0,0.0,0.0,0.83,0.13,0.0,https://www.allbud.com/marijuana-strains/hybrid/inferno-og,"['Diesel', 'Lemon', 'Pungent']",['Lemon'],"['Body High', 'Relaxing']"
